Gene	XLOC	TAIR_ID	Annotation	Protoplasts_FPKM	Protonema_FPKM	Gametophores_FPKM	Gametophores_Protoplasts_fold_change	Protonema_Protoplasts_fold_change	Gametophores_Protonema_fold_change
Pp1s159_42V6	XLOC_007547	AT3G50530	CDPK-related kinase	5.74999	9.91726	4.08482	0	0.7863821322172881	-1.2796690726726387
Pp1s50_89V6	XLOC_027793	AT4G26230	Ribosomal protein L31e family protein	242.138	162.502	96.3449	-1.3295493020339249	-0.5753720326070793	-0.7541772694268455
Pp1s112_186V6	XLOC_002212	AT3G16950	lipoamide dehydrogenase 1	5.26015	11.0043	3.41141	0	1.0648915306193212	-1.6896273155002306
Pp1s159_21V6	XLOC_007542	AT3G47430	peroxin 11B	7.96185	17.0223	19.3109	1.278239807165643	1.0962503859908932	0
Pp1s6_61V6	XLOC_029690	AT1G49040	stomatal cytokinesis defective / SCD1 protein (SCD1)	6.16584	9.17351	5.76917	0	0.5731763955751816	-0.6691100725128641
Pp1s50_118V6	XLOC_027797	AT1G74320	Protein kinase superfamily protein	77.2343	22.0681	68.2872	0	-1.8072792722268158	1.6296527568083685
Pp1s35_66V6	XLOC_022090	N/A	N/A	21.6232	32.8957	8.20802	-1.3974738907604083	0.6053189705583626	-2.0027928613187713
Pp1s132_136V6	XLOC_004648	AT2G01630	O-Glycosyl hydrolases family 17 protein	11.2828	16.978	13.9893	0	0.589541381050717	0
-	XLOC_033582	N/A	N/A	3.65269	6.48338	1.89705	0	0	-1.772988429829796
Pp1s35_169V6	XLOC_022234	AT5G07720	Galactosyl transferase GMA12/MNN10 family protein	18.2142	25.3482	10.2366	-0.831327014787051	0	-1.308146687749232
-	XLOC_033585	N/A	N/A	5923.84	6234.1	0.0	-Inf	0	-Inf
-	XLOC_029931	N/A	N/A	194.861	3.47723	0.0	-Inf	0	0
-	XLOC_029930	N/A	N/A	81.1069	47.1085	0.0	-Inf	0	-Inf
Pp1s60_2V6	XLOC_029937	AT5G59470	Mannose-P-dolichol utilization defect 1 protein	0.0171224	0.0	77.4604	0	0	+Inf
Pp1s35_174V6	XLOC_022237	AT4G22970	homolog of separase	0.771256	2.47971	0.259755	0	1.6848896956145465	-3.254947983692083
-	XLOC_029935	N/A	N/A	6.25467	0.0950375	0.0	-Inf	0	0
Pp1s36_68V6	XLOC_022645	AT4G18760	receptor like protein 51	0.0	0.0	31.496	+Inf	0	+Inf
-	XLOC_023478	N/A	N/A	0.660002	0.0928751	9.39563	3.8314475997438553	0	0
Pp1s171_111V6	XLOC_008895	AT1G11360	Adenine nucleotide alpha hydrolases-like superfamily protein	49.2867	14.5925	56.2578	0	-1.7559713201126956	1.946826067952751
Pp1s1_376V6	XLOC_000268	AT1G25210	UDP-3-O-acyl N-acetylglycosamine deacetylase family protein	15.8809	14.6114	4.81362	-1.7220985137700067	0	-1.6019002562232765
Pp1s117_77V6	XLOC_002683	AT5G64860	disproportionating enzyme	7.28362	2.22628	0.182498	-5.318703097532959	0	0
Pp1s171_112V6	XLOC_008894	AT5G46250	RNA-binding protein	100.781	104.033	149.519	0.5691051486797857	0	0.5232875913326266
Pp1s112_219V6	XLOC_002219	N/A	N/A	5.73198	0.0	0.0	-Inf	-Inf	0
Pp1s98_70V6	XLOC_036066	AT2G29050	RHOMBOID-like 1	6.29071	7.81684	12.8401	1.0293616774023018	0	0.7159990251625278
Pp1s376_49V6	XLOC_023474	AT5G56190	Transducin/WD40 repeat-like superfamily protein	100.126	21.0703	44.6494	-1.1651039578918638	-2.2485338909220154	1.0834299330301513
Pp1s376_57V6	XLOC_023475	AT5G14280	DNA-binding storekeeper protein-related	49.1621	53.6378	15.3006	-1.6839583148609487	0	-1.809661837006654
-	XLOC_023476	N/A	N/A	0.968089	0.87796	5.20422	2.4264703599517814	0	2.567454833998431
Pp1s112_212V6	XLOC_002218	N/A	N/A	47.3837	0.928732	0.0	-Inf	-5.672984702258005	0
Pp1s98_82V6	XLOC_036069	AT3G15220	Protein kinase superfamily protein	4.28158	6.2342	8.77677	1.0355468191955237	0.5420611569211283	0
Pp1s186_83V6	XLOC_010179	AT4G32260	ATPase, F0 complex, subunit B/B\', bacterial/chloroplast	44.4099	61.3139	34.1761	0	0.46533285050799267	-0.8432263997270233
Pp1s244_86V6	XLOC_015458	AT5G42480	Chaperone DnaJ-domain superfamily protein	4.49453	8.81359	3.19863	0	0.9715595265857968	-1.4622756663023926
Pp1s244_85V6	XLOC_015457	AT2G39730	rubisco activase	8.71424	4.86207	1.97941	-2.1383043749836834	-0.8418041830215706	-1.296500191962113
Pp1s244_82V6	XLOC_015456	AT4G17260	Lactate/malate dehydrogenase family protein	13.7784	17.111	3.19405	-2.1089495644147336	0	-2.421465274044313
Pp1s186_77V6	XLOC_010175	AT1G30270	CBL-interacting protein kinase 23	24.9586	10.0204	16.3682	-0.6086413332090468	-1.3165969115357512	0.7079555783267044
Pp1s186_72V6	XLOC_010174	AT5G37478	TPX2 (targeting protein for Xklp2) protein family	14.4468	15.0671	2.46817	-2.5492362963417503	0	-2.6098880933203166
Pp1s244_65V6	XLOC_015453	AT4G01850	S-adenosylmethionine synthetase 2	5.55494	18.237	1.32988	-2.062475256985246	1.7150251906402065	-3.777500447625452
Pp1s6_103V6	XLOC_029698	N/A	N/A	8.32459	4.62998	53.1713	2.6751966158077227	-0.8463732572585324	3.5215698730662552
Pp1s244_58V6	XLOC_015451	AT4G23570	phosphatase-related	28.0135	26.4661	37.5085	0	0	0.5030719520490667
Pp1s22_421V6	XLOC_013689	N/A	N/A	0.688174	0.0	1.1182	0	0	+Inf
Pp1s310_30V6	XLOC_020073	AT5G08680	ATP synthase alpha/beta family protein	77.7594	99.1431	49.5042	-0.6514661565068802	0	-1.0019614391204863
Pp1s41_237V6	XLOC_025112	AT4G28200	N/A	1.0434	2.29708	2.17432	1.059271942475439	1.1385087635982167	0
-	XLOC_020075	N/A	N/A	0.0	0.323025	5.03052	+Inf	0	0
Pp1s310_32V6	XLOC_020074	N/A	N/A	0.163929	0.0	3.4296	0	0	+Inf
Pp1s23_98V6	XLOC_014459	AT2G20562	N/A	202.586	110.07	188.113	0	-0.8801131676257459	0.7731782427867425
Pp1s310_62V6	XLOC_020076	AT3G43120	SAUR-like auxin-responsive protein family 	42.1992	38.305	23.5239	-0.8430883862692323	0	-0.7034054585116631
Pp1s310_67V6	XLOC_020079	AT1G21370	N/A	20.9247	17.9777	14.3114	-0.5480421294978532	0	0
Pp1s310_65V6	XLOC_020078	N/A	N/A	1.09861	0.275337	5.71283	2.3785262704140933	-1.996408930478254	4.374935200892347
Pp1s194_22V6	XLOC_010844	AT4G08320	Tetratricopeptide repeat (TPR)-like superfamily protein	45.5892	47.9223	178.182	1.9665876046254662	0	1.8945825466050075
Pp1s1_848V6	XLOC_000384	AT4G19645	TRAM, LAG1 and CLN8 (TLC) lipid-sensing domain containing protein	31.1173	21.7821	15.5442	-1.001340516694819	-0.5145738351601625	0
Pp1s54_173V6	XLOC_028684	AT5G49740	ferric reduction oxidase 7	39.8281	224.386	1.40913	-4.820910038099196	2.494124102755216	-7.315034140854412
Pp1s40_52V6	XLOC_024681	AT1G68660	Ribosomal protein L12/ ATP-dependent Clp protease adaptor protein ClpS family protein	17.2401	22.2609	45.8913	1.4124525330157656	0	1.0437087542303054
Pp1s54_167V6	XLOC_028682	AT1G79040	photosystem II subunit R	581.318	424.738	461.997	0	-0.45275439310391935	0
Pp1s54_172V6	XLOC_028683	AT3G44150	N/A	0.713175	2.02513	22.8195	4.9998672398523265	1.5056864864893638	3.4941807533629627
Pp1s54_159V6	XLOC_028680	AT3G21630	chitin elicitor receptor kinase 1	22.817	13.0861	15.0774	-0.5977214505972627	-0.8020739167422133	0
Pp1s54_161V6	XLOC_028681	AT3G13180	NOL1/NOP2/sun family protein / antitermination NusB domain-containing protein	3.38549	7.29666	5.63784	0.7357778774397266	1.1078715727025492	0
Pp1s40_61V6	XLOC_024686	AT2G16660	Major facilitator superfamily protein	13.2359	13.8785	0.824818	-4.004236669737611	0	-4.072632021440537
-	XLOC_000650	N/A	N/A	48.3767	0.0	0.0	-Inf	-Inf	0
Pp1s40_64V6	XLOC_024687	AT3G21420	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	180.449	31.3225	2.56701	-6.1353584219404675	-2.526319877432046	-3.6090385445084214
Pp1s98_83V6	XLOC_035998	AT4G31200	SWAP (Suppressor-of-White-APricot)/surp RNA-binding domain-containing protein	3.16668	5.3182	6.49734	1.0368781148877584	0.747966946013338	0
Pp1s234_96V6	XLOC_014734	N/A	N/A	128.124	60.0224	113.363	0	-1.0939678330476919	0.9173769313986255
Pp1s204_54V6	XLOC_012239	N/A	N/A	97.8382	34.9236	5.64469	-4.115431604703098	-1.4861955790584052	-2.629236025644693
Pp1s179_4V6	XLOC_009472	N/A	N/A	25.314	6.59664	4.12308	-2.6181411342114136	-1.9401322137549122	-0.6780089204565019
Pp1s22_384V6	XLOC_013683	AT3G13227	serine-rich protein-related	53.5963	25.2513	14.4636	-1.8897067234480371	-1.0857757449013876	-0.8039309785466492
Pp1s179_13V6	XLOC_009474	AT3G61110	ribosomal protein S27	128.92	78.8888	67.0162	-0.943894304251096	-0.7085836959078811	0
Pp1s179_27V6	XLOC_009476	AT5G58140	phototropin 2	7.01722	8.98322	5.69624	0	0	-0.6572227333166737
Pp1s179_34V6	XLOC_009477	AT1G76200	N/A	125.883	104.249	45.1075	-1.4806442312929702	0	-1.208594310128625
Pp1s147_138V6	XLOC_006228	N/A	N/A	41.9627	2.04838	1.34505	-4.9633757993386185	-4.356552224846471	0
-	XLOC_001269	N/A	N/A	0.0	4.57436	1.97901	+Inf	+Inf	0
-	XLOC_001268	N/A	N/A	0.0	24.4406	19.3696	+Inf	+Inf	0
Pp1s194_15V6	XLOC_010842	AT1G53540	HSP20-like chaperones superfamily protein	112.376	3.23197	450.643	2.0036510270624004	-5.119776337002861	7.123427364065261
-	XLOC_001265	N/A	N/A	5.82969	4.18541	1.1448	-2.3483235914366194	0	-1.8702733779745297
Pp1s104_216V6	XLOC_001264	AT4G29070	Phospholipase A2 family protein	1.09603	1.22798	3.4106	1.637738275968531	0	1.4737384996994334
-	XLOC_001267	N/A	N/A	2.87683	1.85475	3.67771	0	0	0.987582982352276
Pp1s104_211V6	XLOC_001261	AT4G24440	transcription initiation factor IIA gamma chain / TFIIA-gamma (TFIIA-S)	45.7483	25.8629	26.8742	-0.7674963253381896	-0.8228340808361926	0
Pp1s104_208V6	XLOC_001260	AT5G25360	N/A	54.2864	20.5499	52.0919	0	-1.4014594413111396	1.3419276854322453
Pp1s104_215V6	XLOC_001263	AT3G19960	myosin 1	1.66564	4.2203	5.38257	1.6922185564880692	1.3412689363570076	0
Pp1s104_213V6	XLOC_001262	N/A	N/A	1.02927	2.08454	7.82173	2.9258662539305162	1.0181075738265015	1.9077586801040147
Pp1s9_440V6	XLOC_034901	AT3G24590	plastidic type i signal peptidase 1	113.99	77.2651	44.0345	-1.3722010769655915	-0.5610184535449673	-0.8111826234206246
Pp1s1_844V6	XLOC_000382	N/A	N/A	28.4036	2.5357	5.79051	0	-3.485617820298886	0
Pp1s1_846V6	XLOC_000382	N/A	N/A	28.4036	2.5357	5.79051	0	-3.485617820298886	0
Pp1s112_83V6	XLOC_002138	N/A	N/A	14.0557	19.3888	46.0018	1.7105350089458682	0	1.2464667975592372
Pp1s433_30V6	XLOC_025947	AT1G04860	ubiquitin-specific protease 2	6.34069	3.15782	3.6212	-0.8081719848635391	-1.0057109063947554	0
-	XLOC_003710	N/A	N/A	4.31423	2.46249	0.0300721	0	-0.8089852255327613	0
Pp1s335_68V6	XLOC_021355	AT1G78700	BES1/BZR1 homolog 4	15.6119	10.9067	7.38245	-1.0804745415310772	-0.5174314701567448	-0.5630430713743324
Pp1s1_87V6	XLOC_000013	AT5G23130	Peptidoglycan-binding LysM domain-containing protein	10.592	6.69905	6.16142	-0.781640240239543	-0.6609466023157085	0
Pp1s89_62V6	XLOC_034673	AT1G52230	photosystem I subunit H2	647.227	602.901	411.36	-0.6538702778260936	0	-0.551519607015415
Pp1s147_139V6	XLOC_006229	N/A	N/A	27.0383	0.644673	0.89892	-4.910667908741297	-5.3902930743285005	0
Pp1s95_20V6	XLOC_035658	AT1G02130	RAS 5	38.8546	43.9206	28.5945	0	0	-0.6191600841879613
-	XLOC_034157	N/A	N/A	117.823	56.3195	1.61753	0	-1.0649147613550618	0
Pp1s262_60V6	XLOC_016642	N/A	N/A	17.8582	8.02287	35.2812	0.9823129585852237	-1.1543963471412773	2.136709305726501
Pp1s98_62V6	XLOC_035995	N/A	N/A	2.66161	1.45368	9.09424	1.7726538860554957	-0.8725894693914333	2.645243355446929
Pp1s71_157V6	XLOC_032021	AT3G05200	RING/U-box superfamily protein	42.8537	20.2469	2.7349	-3.969859784589406	-1.0817187383220446	-2.888141046267361
Pp1s71_149V6	XLOC_032020	AT3G55090	ABC-2 type transporter family protein	1.86035	2.83958	9.18536	2.30376219503864	0	1.693658708063254
-	XLOC_004848	N/A	N/A	2.81328	0.976902	3.07626	0	-1.5259674007366133	1.6548916949141586
Pp1s71_166V6	XLOC_032025	AT1G56345	Pseudouridine synthase family protein	1.0933	6.46735	3.20109	1.5498739105885264	2.5644853594114023	-1.0146114488228757
-	XLOC_000388	N/A	N/A	5.38623	0.0	3.70625	0	-Inf	+Inf
Pp1s134_145V6	XLOC_004842	AT5G38560	Protein kinase superfamily protein	24.1495	24.7633	9.06316	-1.413907259989998	0	-1.4501175240896527
Pp1s134_155V6	XLOC_004843	AT5G65170	VQ motif-containing protein	76.051	30.562	15.9196	-2.2561631313669914	-1.3152282606750971	-0.940934870691894
Pp1s134_142V6	XLOC_004840	N/A	N/A	5.89224	0.941952	7.63397	0	-2.6450907448044694	3.0187080671023887
Pp1s18_144V6	XLOC_009543	N/A	N/A	47.1748	60.3111	84.8866	0.8475204298305842	0	0.4931132828749628
Pp1s134_167V6	XLOC_004846	AT1G48830	Ribosomal protein S7e family protein	219.575	144.501	95.3176	-1.2038992722470916	-0.6036343270146652	-0.6002649452324264
Pp1s134_169V6	XLOC_004847	AT3G29360	UDP-glucose 6-dehydrogenase family protein	31.964	57.6989	31.2221	0	0.8520958553394165	-0.8859762385707645
Pp1s134_165V6	XLOC_004844	AT5G18230	transcription regulator NOT2/NOT3/NOT5 family protein	35.1127	13.1597	20.4407	-0.7805483340924017	-1.415866336372892	0
Pp1s303_47V6	XLOC_019562	AT5G58030	Transport protein particle (TRAPP) component	25.1645	38.8575	32.5937	0	0.6268031514728135	0
Pp1s41_16V6	XLOC_025142	AT2G46890	Protein of unknown function (DUF1295)	4.47884	9.47778	5.90776	0	1.081424044305802	-0.6819379547736892
Pp1s41_18V6	XLOC_025143	AT1G06900	Insulinase (Peptidase family M16) family protein	10.1185	14.7127	6.14508	-0.7194917383621808	0.5400665909724501	-1.2595583293346309
Pp1s54_79V6	XLOC_028660	AT5G26742	DEAD box RNA helicase (RH3)	11.3753	18.5671	20.2713	0.8335340180039572	0.706843904059656	0
Pp1s54_81V6	XLOC_028660	AT5G40480	embryo defective 3012	11.3753	18.5671	20.2713	0.8335340180039572	0.706843904059656	0
Pp1s3_172V6	XLOC_018920	AT5G17780	alpha/beta-Hydrolases superfamily protein	18.6681	12.2187	8.804	-1.0843440502233082	-0.6114843017689259	0
Pp1s431_23V6	XLOC_025881	AT3G02070	Cysteine proteinases superfamily protein	38.0813	18.7204	16.1621	-1.236468064630079	-1.0244714680650315	0
Pp1s41_20V6	XLOC_025144	AT2G16250	Leucine-rich repeat protein kinase family protein	2.13265	5.08485	0.0256966	0	1.2535579989691734	0
Pp1s41_47V6	XLOC_025148	AT5G67420	LOB domain-containing protein 37	59.7894	46.4995	2.91355	-4.359039758822007	0	-3.996365228905973
Pp1s41_50V6	XLOC_025149	AT5G19530	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	11.5268	22.6636	0.787908	-3.8708210627675452	0.9753849879198693	-4.846206050687415
Pp1s32_140V6	XLOC_020510	AT5G03840	PEBP (phosphatidylethanolamine-binding protein) family protein	0.953374	2.11697	7.76514	3.0258977491149297	1.1508866382673317	1.8750111108475984
Pp1s269_4V6	XLOC_016927	AT5G13070	MSF1-like family protein	45.8297	6.95648	1.78413	-4.682990196236084	-2.7198534541529096	-1.9631367420831745
Pp1s274_53V6	XLOC_017341	N/A	N/A	26.8176	24.5271	121.442	2.179015419119109	0	2.3078188856812423
-	XLOC_021302	N/A	N/A	4.22078	1.38922	0.928075	-2.18519633068972	-1.6032345477253849	0
-	XLOC_021303	N/A	N/A	3.06175	0.389107	0.590972	-2.373194804911917	-2.9761176481629414	0
Pp1s274_60V6	XLOC_017345	AT3G52070	N/A	116.231	58.1443	40.2273	-1.5307480869744245	-0.9992852281179305	-0.531462858856494
Pp1s274_58V6	XLOC_017344	AT2G18196	Heavy metal transport/detoxification superfamily protein 	29.7663	6.2511	98.6392	1.7284811956472264	-2.251497916483651	3.979979112130877
Pp1s274_65V6	XLOC_017347	N/A	N/A	32.7389	13.8052	17.2411	-0.9251540264663926	-1.245794060439052	0
-	XLOC_017346	N/A	N/A	2.0486	0.753683	3.41491	0	-1.4426085611327129	2.1798177999024615
Pp1s274_72V6	XLOC_017349	AT2G33560	BUB1-related (BUB1: budding uninhibited by benzymidazol 1)	1.34668	6.54272	0.61711	-1.125807498160804	2.2804834546444783	-3.4062909528052825
Pp1s274_68V6	XLOC_017348	N/A	N/A	45.0855	50.3303	13.6954	-1.718972117959587	0	-1.8777357939336434
Pp1s32_177V6	XLOC_020517	AT4G34860	Plant neutral invertase family protein	4.35242	17.2231	6.21635	0	1.9844551523168823	-1.4702051985790447
Pp1s2_310V6	XLOC_011426	AT3G19840	pre-mRNA-processing protein 40C	7.57117	7.0639	11.3596	0.5853238674468293	0	0.6853752100753391
Pp1s258_28V6	XLOC_016347	AT3G26570	phosphate transporter 2;1	1.11152	1.33465	5.54404	2.318403758936415	0	2.0544762088247803
Pp1s258_20V6	XLOC_016344	AT2G45360	Protein of unknown function (DUF1442)	112.637	34.2817	7.65166	-3.8797642350605113	-1.7161702561825456	-2.163593978877966
Pp1s26_5V6	XLOC_016433	AT1G68190	B-box zinc finger family protein	99.1951	24.3403	91.7986	0	-2.0269219069763253	1.915125201864629
Pp1s26_8V6	XLOC_016434	AT1G63450	root hair specific 8	2.24344	0.0449707	0.449117	-2.320549362936336	0	0
Pp1s258_7V6	XLOC_016343	AT3G12250	TGACG motif-binding factor 6	40.9628	5.72871	8.65281	-2.243073704538279	-2.8380321213885358	0.5949584168502567
Pp1s258_78V6	XLOC_016340	AT2G19640	ASH1-related protein 2	2.77049	8.56687	5.37771	0.9568507984168655	1.6286270364484867	-0.6717762380316215
Pp1s26_23V6	XLOC_016437	AT1G06950	translocon at the inner envelope membrane of chloroplasts 110	8.98353	16.6384	9.28897	0	0.889162350174124	-0.8409261676275303
Pp1s194_171V6	XLOC_010825	AT3G12300	N/A	17.0544	7.16882	24.6841	0	-1.2503364260984688	1.783774470824327
Pp1s26_38V6	XLOC_016439	AT3G18110	Pentatricopeptide repeat (PPR) superfamily protein	4.28326	4.48712	9.89349	1.2077702783194277	0	1.1406897650270258
Pp1s381_39V6	XLOC_023811	AT1G73460	Protein kinase superfamily protein	20.2444	6.64238	5.91272	-1.7756290210618237	-1.6077507206998054	0
Pp1s57_180V6	XLOC_029173	AT1G70600	Ribosomal protein L18e/L15 superfamily protein	83.1695	77.7132	53.3344	-0.640988205931664	0	-0.5430933159750891
Pp1s194_155V6	XLOC_010820	AT4G26780	Co-chaperone GrpE family protein	10.6038	16.47	21.5249	1.0214251705224395	0.6352591903961425	0
Pp1s258_32V6	XLOC_016348	N/A	N/A	1.14361	0.584961	1.97971	0	0	1.7588767640768286
Pp1s381_52V6	XLOC_023815	AT2G32230	proteinaceous RNase P 1	1.87657	5.5704	2.13956	0	1.5696828217342556	-1.3804667912754178
Pp1s463_7V6	XLOC_026827	AT5G13930	Chalcone and stilbene synthase family protein	15.0592	8.97127	0.750692	-4.326280212044907	-0.7472609938181234	-3.5790192182267835
Pp1s462_20V6	XLOC_026820	AT5G58470	TBP-associated factor 15B	29.4266	18.9347	24.5445	0	-0.6360882969910779	0
-	XLOC_026821	N/A	N/A	2.08145	5.68177	0.0438567	0	1.448751529034612	0
Pp1s463_8V6	XLOC_026823	AT5G13930	Chalcone and stilbene synthase family protein	21.4684	5.97879	1.06215	-4.337155246468374	-1.84428923037629	-2.4928660160920844
Pp1s108_97V6	XLOC_001654	AT1G25440	B-box type zinc finger protein with CCT domain	6.46482	5.7979	20.08	1.6350771625430751	0	1.7921569136239666
Pp1s108_101V6	XLOC_001655	N/A	N/A	29.8434	13.3471	11.0554	-1.4326606835271978	-1.1608855949312105	0
-	XLOC_001657	N/A	N/A	8.04464	9.09514	2.93535	0	0	-1.6315633101399285
Pp1s108_80V6	XLOC_001650	N/A	N/A	31.1398	17.2874	15.9822	-0.9622936650864077	-0.8490387724789977	0
Pp1s108_81V6	XLOC_001650	N/A	N/A	31.1398	17.2874	15.9822	-0.9622936650864077	-0.8490387724789977	0
Pp1s463_10V6	XLOC_026829	AT2G05100	photosystem II light harvesting complex gene 2.1	2.00422	0.533257	0.0	-Inf	-1.9101379756496597	0
Pp1s108_82V6	XLOC_001652	N/A	N/A	3.83284	0.346725	0.0	-Inf	0	0
Pp1s33_49V6	XLOC_020940	AT4G10620	P-loop containing nucleoside triphosphate hydrolases superfamily protein	1.86832	6.39965	3.23019	0.7898774503365723	1.7762514290692766	-0.9863739787327043
Pp1s23_273V6	XLOC_014490	AT5G10860	Cystathionine beta-synthase (CBS) family protein	203.625	155.52	278.218	0	0	0.8391156375587935
Pp1s12_269V6	XLOC_003076	AT2G34900	Transcription factor GTE6	2.70033	7.73579	11.1435	2.0449948009148216	1.5184129052599529	0
Pp1s23_279V6	XLOC_014492	AT3G57400	N/A	7.11611	9.77791	6.57573	0	0	-0.5723750631727746
Pp1s23_281V6	XLOC_014494	AT2G45440	dihydrodipicolinate synthase	20.3031	24.0086	15.3177	0	0	-0.648351590550737
Pp1s23_315V6	XLOC_014497	AT5G50600	hydroxysteroid dehydrogenase 1	82.559	0.943493	10.066	-3.0359349932039974	-6.451269871759966	3.4153348785559685
Pp1s23_318V6	XLOC_014498	N/A	N/A	83.4249	4.49207	4.35183	-4.260783946749637	-4.215025737508127	0
Pp1s46_110V6	XLOC_026719	AT4G35780	ACT-like protein tyrosine kinase family protein	13.0725	40.2015	31.4842	1.268092939370824	1.620714262119659	0
Pp1s51_47V6	XLOC_027955	AT1G05970	RNA-binding (RRM/RBD/RNP motifs) family protein	4.96219	7.9291	8.82306	0.8303021194023033	0.6761801443306439	0
Pp1s80_110V6	XLOC_033489	AT5G48760	Ribosomal protein L13 family protein	398.911	372.591	135.467	-1.5581254550717143	0	-1.4596513748292361
Pp1s28_230V6	XLOC_017805	AT2G47210	myb-like transcription factor family protein	51.0251	18.023	39.6694	0	-1.5013679312180883	1.1381874034089514
Pp1s80_72V6	XLOC_033480	AT5G11260	Basic-leucine zipper (bZIP) transcription factor family protein	24.15	14.1508	28.9767	0	-0.7711395725121861	1.034009686947744
Pp1s12_249V6	XLOC_003072	AT5G51830	pfkB-like carbohydrate kinase family protein	0.594499	4.94478	1.88712	1.6664398769892128	3.0561600465993344	-1.3897201696101218
Pp1s80_87V6	XLOC_033482	AT1G24706	THO2	8.44093	5.87952	8.68728	0	-0.5217035808952245	0.5632061585946858
Pp1s80_95V6	XLOC_033483	AT5G23395	Cox19-like CHCH family protein	12.724	19.3346	25.0031	0.974554700991846	0	0
Pp1s80_100V6	XLOC_033484	N/A	N/A	13.3567	23.9576	14.9218	0	0.8429197810540551	-0.6830618137585197
Pp1s80_97V6	XLOC_033484	AT2G43360	Radical SAM superfamily protein	13.3567	23.9576	14.9218	0	0.8429197810540551	-0.6830618137585197
Pp1s80_108V6	XLOC_033487	AT4G39460	S-adenosylmethionine carrier 1	0.168822	0.293374	18.0998	6.744327024845851	0	5.947088926453427
Pp1s194_57V6	XLOC_010854	AT5G43270	squamosa promoter binding protein-like 2	0.873779	1.26771	6.00468	2.780747025966643	0	2.2438626103861896
Pp1s203_35V6	XLOC_012150	AT1G19130	N/A	130.98	73.5395	32.1061	-2.028427202746628	-0.8327552634557908	-1.195671939290837
-	XLOC_008751	N/A	N/A	3.9302	0.903123	2.35031	0	-2.1216083374965318	1.379856664487476
Pp1s33_73V6	XLOC_020948	N/A	N/A	12.5477	6.13892	7.21189	-0.7989736444359973	-1.031366167212096	0
Pp1s420_2V6	XLOC_025551	AT1G48270	G-protein-coupled receptor 1	14.1515	25.0354	39.9729	1.4980672620355056	0	0
Pp1s55_45V6	XLOC_028870	AT4G29940	pathogenesis related homeodomain protein  A	5.955	3.47867	3.41804	-0.8009322276745271	-0.7755656822343776	0
Pp1s55_50V6	XLOC_028873	AT3G25560	NSP-interacting kinase 2	58.6292	101.651	61.5971	0	0.7939331315874028	-0.7226900725332405
Pp1s55_49V6	XLOC_028872	N/A	N/A	2.40053	4.55915	6.13327	1.3533034971615143	0	0
Pp1s55_58V6	XLOC_028875	AT5G24460	N/A	37.063	25.183	31.0659	0	-0.5575295038843261	0
Pp1s420_3V6	XLOC_025554	N/A	N/A	13.7557	0.0233305	139.98	3.3471192506623084	0	0
Pp1s420_4V6	XLOC_025554	AT1G66230	myb domain protein 20	13.7557	0.0233305	139.98	3.3471192506623084	0	0
Pp1s55_63V6	XLOC_028877	AT3G27550	RNA-binding CRS1 / YhbY (CRM) domain protein	6.75708	5.98251	4.23685	-0.6734078829928671	0	0
Pp1s55_61V6	XLOC_028876	AT3G52790	peptidoglycan-binding LysM domain-containing protein	2.2163	7.78125	11.3531	2.3568611997886464	1.8118487531997949	0
Pp1s55_70V6	XLOC_028879	AT3G54380	SAC3/GANP/Nin1/mts3/eIF-3 p25 family	2.96485	4.16904	4.81784	0.7004273659426644	0	0
Pp1s55_65V6	XLOC_028878	AT5G44310	Late embryogenesis abundant protein (LEA) family protein	91.2775	37.839	371.012	2.023134666784823	-1.2703853162012824	3.2935199829861053
Pp1s55_66V6	XLOC_028878	AT5G44310	Late embryogenesis abundant protein (LEA) family protein	91.2775	37.839	371.012	2.023134666784823	-1.2703853162012824	3.2935199829861053
Pp1s69_23V6	XLOC_031399	AT2G37340	arginine/serine-rich zinc knuckle-containing protein 33	54.2447	35.6395	66.9187	0	-0.6060050884613731	0.9089323221613097
-	XLOC_011928	N/A	N/A	0.237185	0.793282	3.54475	3.9015992030480997	0	2.1597781634006905
Pp1s104_96V6	XLOC_001179	AT5G10010	N/A	36.4839	20.3481	15.328	-1.2510904905615843	-0.8423658673452211	0
Pp1s156_151V6	XLOC_007307	N/A	N/A	9.9513	2.81986	6.862	0	-1.8192614684750985	1.2830055882074958
Pp1s156_136V6	XLOC_007300	AT3G25500	formin homology 1	2.3087	1.53302	9.85287	2.0934633054034055	0	2.684167503473415
Pp1s194_41V6	XLOC_010852	N/A	N/A	0.897468	0.417924	20.6543	4.524437856752446	0	5.627057745794305
Pp1s194_44V6	XLOC_010852	N/A	N/A	0.897468	0.417924	20.6543	4.524437856752446	0	5.627057745794305
Pp1s156_140V6	XLOC_007302	AT3G45750	Nucleotidyltransferase family protein	1.29426	4.19109	7.18546	2.472953053221689	1.6951980373042863	0.7777550159174025
Pp1s94_69V6	XLOC_035557	N/A	N/A	50.1545	56.6457	34.8315	-0.5259865460647356	0	-0.7015738414310531
Pp1s76_150V6	XLOC_032769	AT5G39410	Saccharopine dehydrogenase 	3.37282	4.78734	15.132	2.1655754494444275	0	1.6603065055510227
