Gene	F163	F164	F165	F166	F167	F168	F169
Pp1s49_191V6.1	0.47465	0.47465	0.47465	0.47465	1.1746	0.79074	0.97335
Pp1s475_12V6.1	0.18146	0.13322	0.33886	0.086952	0.13322	0	0.086952
Pp1s31_128V6.1	0.77513	0.15427	0.53788	2.6372	2.1511	1.3651	1.049
Pp1s326_65V6.1	0.51135	0.2579	0.20148	0.44356	0.51135	0.20148	0.31697
Pp1s21_177V6.1 (+2)	0.90136	0.90136	1.1163	0.70826	0.90136	0.70826	0.70826
Pp1s83_144V6.1 (+2)	0.059832	0.091077	0.12324	0	0	0	0
Pp1s74_135V6.1	0.58158	2.1458	0.98902	1.5014	1.5014	0.25761	0.58158
Pp1s11_89V6.1	0.28446	0.10532	0.73453	0.10532	0.051342	0.10532	0.10532
Pp1s291_44V6.1	0.77513	1.3651	0.77513	0.77513	1.049	0.77513	0.77513
Pp1s197_56V6.2	0.38315	0.2414	0.45998	0.54108	0.54108	0.31036	0.31036
Pp1s25_170V6.1	0.3946	0.3946	0.3946	0.49052	0.70262	0.3946	0.59305
Pp1s5_404V6.1	0.11855	0	0.39948	0.25116	0.25116	0	0.25116
Pp1s31_279V6.1 (+2)	0	0.1382	0.2955	0.1382	0.1382	0.1382	0
Pp1s13_40V6.1 (+23)	0	0.19049	0.41727	0	0	0	0
Pp1s434_27V6.1 (+2)	0	0	0	0	0	0	0
Pp1s281_101V6.1 (+1)	0.64447	0.64447	0.45218	0.5777	0.64447	0.2303	0.33664
Pp1s237_52V6.1 (+2)	0.33065	0.33065	0.25675	0.57943	0.49172	0.33065	0.49172
Pp1s25_204V6.1	0.97922	0.57639	0.57639	0.25554	0.25554	0.25554	0.12051
Pp1s358_49V6.1	0.71504	0.71504	0.91043	0.91043	0.91043	0.11392	0.53964
Pp1s245_58V6.2	0.39413	0.24797	0.39413	0.39413	0.11712	0.24797	0.11712
Pp1s38_333V6.1	0.23463	0.23463	0.17125	0.054105	0.11114	0.11114	0.11114
Pp1s319_36V6.1	23.803	15.165	15.165	7.5048	19.023	9.5349	5.8659
Pp1s211_10V6.1	0.10254	0.2764	0.7107	0.05002	0.15769	0.05002	0
Pp1s268_67V6.1	2.5448	1.7522	1.1368	2.5448	3.5658	1.7522	1.7522
Pp1s148_48V6.1	2.4047	0.84519	0.84519	2.4047	5.2824	2.4047	3.6249
REV_Pp1s725_2V6.1	0.046361	0.046361	0.046361	0.046361	0.046361	0.046361	0.046361
Pp1s237_14V6.1	0.45565	0.25266	0.077981	0	0	0	0
Pp1s21_139V6.1	1.6407	1.91	1.6407	1.91	1.1746	0.79074	0.79074
Pp1s291_38V6.1	0.48886	0.61222	0.61222	0.48886	0.61222	0.48886	0.61222
Pp1s91_80V6.1	0.85355	0.27998	0.44811	0.13136	0.13136	0.13136	0.13136
Pp1s201_15V6.1	1.6298	1.3304	1.3304	1.3304	1.3304	1.0651	0.82998
Pp1s225_24V6.1	0.30519	0.23748	0.23748	0.23748	0.30519	0.17329	0.17329
Pp1s100_107V6.1	3.3788	2.9086	3.137	2.4889	2.9086	1.6263	1.9423
Pp1s15_181V6.1 (+1)	0.15216	0.19368	0.15216	0.28128	0.47624	0.19368	0.23671
Pp1s74_255V6.1 (+1)	0.54071	0.41311	0.41311	0.41311	0.54071	0.54071	0.41311
Pp1s101_174V6.1 (+2)	0.27998	0.27998	0.63834	0.85355	1.097	0.63834	1.097
Pp1s9_238V6.1	0.070289	0	0.10727	0.034548	0.070289	0	0.034548
Pp1s109_90V6.1	0.41603	0.18997	0.68504	0.090858	0.18997	0.090858	0.090858
Pp1s28_231V6.1	0.26781	0.20905	0.20905	0.26781	0.4618	0.20905	0.26781
Pp1s25_8V6.1	1.9676	0.82998	0.62165	0.82998	0.82998	0.82998	1.0651
Pp1s241_27V6.1	0.64178	0.45039	0.64178	1.1036	1.3812	0.85842	1.1036
Pp1s81_260V6.1	0.54447	0.78528	0.78528	0.78528	0.78528	0.78528	0.54447
Pp1s145_159V6.1	0.17947	0.17947	0.28094	0.086033	0.086033	0	0.086033
Pp1s31_50V6.1	0.95253	0.53082	0.44048	0.44048	0.35547	0.27547	0.27547
Pp1s303_55V6.1	0.37063	0.1974	0.25256	0.43377	0.31027	0.1974	0.43377
Pp1s219_94V6.2 (+2)	1.1257	0.85336	0.98487	1.2766	1.7964	1.1257	1.1257
Pp1s49_55V6.1	0.15436	0.27028	0.33254	0	0	0	0
Pp1s159_2V6.1	2.3851	1.4559	1.1601	1.3032	1.3032	1.3032	1.0258
Pp1s114_78V6.1	0.47933	0.47933	0.26485	0.26485	0.081467	0.16957	0.081467
Pp1s53_232V6.1	0.4426	0.20108	0.4426	0.095939	0.095939	0.095939	0.095939
Pp1s188_39V6.1	4.5459	3.0617	3.0617	4.5459	3.7461	3.0617	5.4805
Pp1s22_380V6.1	0.34605	0.34605	0.16019	0.81185	0.56168	0.34605	0.34605
Pp1s135_25V6.1	0.34559	0.16	0.21883	0.56088	0.48554	0.28064	0.56088
Pp1s27_266V6.1	0.44513	0.44513	1.0884	0.44513	0.44513	0	0.44513
Pp1s17_43V6.1	0.82176	0.40881	0.67216	0.82176	0.67216	0.53485	0.40881
Pp1s163_57V6.1	0	0	0.097569	0	0	0	0
Pp1s308_11V6.1	0.10551	0.051432	0	0	0	0	0
Pp1s251_13V6.1	0.42351	0.55489	0.19311	0.55489	1.2134	0.6984	0.85516
Pp1s127_105V6.1	1.0832	0.55322	0.93575	1.2418	1.0832	1.0832	1.2418
Pp1s95_32V6.1	0.60597	0.37138	0.26727	0.73791	0.73791	0.48405	0.48405
Pp1s71_244V6.1	0.62503	0.62503	0.47465	0.97335	1.1746	0.97335	1.1746
Pp1s4_80V6.1	0.71229	0.56548	0.30855	1.0485	1.0485	0.56548	0.71229
Pp1s311_70V6.1 (+1)	0.53144	0.32862	0.32862	0.53144	0.53144	0.76522	0.53144
Pp1s77_24V6.1	0.22959	0.15908	0.060831	0.09262	0.060831	0	0.060831
Pp1s121_53V6.1	0.03367	0.10445	0.26088	0	0	0	0.03367
Pp1s23_111V6.1	0.57843	0.37162	0.63484	0.37162	0.63484	0.27861	0.4714
Pp1s156_57V6.1	0.59385	0.26248	0.36447	0.36447	0.47471	0.26248	0.36447
Pp1s26_285V6.2	0.446	0.34318	0.446	0.67585	0.80413	0.55669	0.55669
Pp1s98_142V6.1	0.35565	0.4628	0.57841	0.4628	0.98304	0.57841	0.70317
Pp1s93_131V6.1	0.13969	0.081612	0.13969	0.16988	0.20088	0.12488	0.26536
Pp1s170_67V6.1	0.16647	0.039246	0.039246	0.12242	0.30927	0.16647	0.16647
Pp1s345_40V6.1	0.36719	0.16927	0.16927	0.36719	0.29775	0.44035	0.36719
Pp1s126_38V6.1	0	0	0	0.10445	0.14164	0	0
Pp1s207_106V6.1 (+1)	0	0	0.033866	0	0	0	0
REV_Pp1s175_48V6.1	0.029936	0	0.029936	0.029936	0	0	0
Pp1s39_367V6.1	0.30963	0.43284	0.19701	0.30963	0.19701	0.19701	0.19701
Pp1s59_328V6.1 (+2)	0.39487	0.64741	0.64741	0.64741	0.39487	0.39487	0.18105
Pp1s217_1V6.1 (+1)	0.28624	0.28624	0.36979	0.36979	0.28624	0.55351	0.76187
Pp1s233_40V6.1 (+1)	0.28008	0.20345	0.28008	0.28008	0.4483	0.28008	0.4483
Pp1s194_198V6.1	0.51498	0.29128	0.42119	0.56417	0.61496	0.51498	0.56417
Pp1s2_442V6.1 (+1)	1.7497	1.4852	1.2461	0	0	0	0
Pp1s10_102V6.1	0.15393	0	0.53651	0	0	0	0
Pp1s284_6V6.1	0.23943	0.17467	0.23943	0.17467	0.30775	0.11329	0.23943
Pp1s5_248V6.1 (+2)	1.2247	0.5792	0.7703	0.7703	0.7703	0.7703	0.7703
Pp1s191_98V6.1	0.33257	0.11367	0.19655	0.19655	0.03654	0.074415	0.074415
Pp1s1_515V6.1	0.33905	0.33905	0.2631	0.41957	0.41957	0.33905	0.59542
Pp1s42_193V6.1 (+2)	0.50883	0.50883	0.50883	0.61589	0.61589	0.22834	0.50883
Pp1s12_121V6.1	0.060265	0.029692	0.2273	0.029692	0.029692	0	0.029692
REV_Pp1s54_136V6.1 (+1)	0.028783	0.028783	0.028783	0.028783	0.028783	0.028783	0.028783
Pp1s61_113V6.1 (+2)	0.081695	0	0.17006	0	0	0	0
Pp1s23_102V6.1	3.6281	2.8364	2.7183	2.4929	2.9583	2.0822	2.4929
Pp1s99_59V6.1 (+2)	0.58603	0.58603	0.58603	0.58603	0.99741	0.84962	0.99741
Pp1s49_243V6.1	0.2672	0.60581	0.2672	0.42649	0.42649	0.60581	0.2672
Pp1s2_195V6.1	0.2931	0.21262	0.21262	0.21262	0.21262	0.10119	0.17427
Pp1s212_85V6.1 (+1)	0.27308	0.083808	0.37978	0.49542	0.75658	0.17464	0.37978
Pp1s414_8V6.1	0.82343	0.56916	0.56916	1.2841	1.6543	0.25266	0.35035
Pp1s90_220V6.1 (+1)	0.19794	0.27227	0.27227	0.61868	0.43506	0.35122	0.43506
Pp1s246_119V6.1	0.093311	0	0.061278	0	0	0	0
Pp1s281_87V6.1 (+1)	1.1462	0.54712	0.72546	0.72546	0.72546	0.38721	0.54712
Pp1s199_127V6.1	0.38149	0.45794	0.30905	0.38149	0.24041	0.38149	0.30905
Pp1s24_254V6.1	1.0408	0.60891	0.26843	1.0408	0.81203	0.42856	0.42856
Pp1s67_100V6.1	0.21324	0.10147	0.10147	0.47195	0.40252	0.40252	0.33635
Pp1s106_46V6.1 (+1)	0.89509	0.89509	0.89509	1.0763	1.4924	0.89509	1.0763
Pp1s315_42V6.1	0.56765	0.43284	0.56765	0.30963	0.56765	0.30963	0.71514
Pp1s457_19V6.1	0.50907	0.38985	0.50907	0.77907	0.50907	0.50907	0.63852
Pp1s299_3V6.1	5.7873	5.3386	3.8214	4.1627	8.5546	3.5027	4.9195
REV_Pp1s199_73V6.1 (+1)	0.027848	0.027848	0.027848	0	0.027848	0.027848	0.027848
Pp1s68_116V6.1	0.80844	0.62376	0.80844	0	0	0	0
Pp1s217_30V6.1	0.073663	0.036177	0.036177	0	0	0	0
Pp1s67_7V6.1 (+1)	0.35739	0.35739	0.66409	0.22594	0.35739	0.22594	0.22594
Pp1s2_657V6.1 (+1)	0.50305	0.40436	0.60868	0.22599	0.14549	0.22599	0.14549
Pp1s160_127V6.1	0.69851	0.14161	0.69851	0.14161	0.14161	0.068461	0.14161
Pp1s192_99V6.1	0.25567	0.17659	0.17659	0.13894	0.25567	0.10249	0.17659
Pp1s83_117V6.1	0.52065	0.36938	0.36938	0.68864	0.87519	0.52065	0.87519
Pp1s63_52V6.2 (+1)	0.52677	0.12851	0.35291	0.27354	0.43721	0.27354	0.35291
Pp1s69_13V6.1	0.43478	0.22911	0.36266	0.29416	0.29416	0.10865	0.36266
Pp1s51_241V6.1	0.84663	0.35891	0.35891	0.25861	0.58411	0.35891	0.58411
Pp1s53_123V6.1	0.4812	0.38732	0.21705	0.68844	0.4812	0.38732	0.68844
Pp1s260_24V6.1	1.056	0.50962	0.85481	1.056	1.3993	0.85481	1.056
Pp1s145_172V6.1	0.85842	0.85842	0.85842	0	0	0	0
Pp1s38_196V6.1	0.89891	0.4426	0.31631	0	0	0	0
sp|Q6YXP2|YCF3_PHYPA	0.17148	0.17148	0.17148	1.5847	2.028	0.8834	1.5847
Pp1s75_253V6.1	0.6622	0.40321	0.40321	0.6622	0.6622	0.18457	0.6622
Pp1s234_66V6.1	0.47096	0.2934	0.37933	0.2934	0.47096	0.2934	0.21283
Pp1s36_137V6.1	0.4563	0.4563	0.59979	1.1208	0.75742	0.75742	0.59979
Pp1s116_33V6.1	0.38205	0.91006	0.91006	1.6398	0.91006	0.91006	0.91006
Pp1s28_126V6.1 (+2)	0.44603	0.20251	0.13082	0.44603	0.53771	0.44603	0.44603
Pp1s145_27V6.1	0.57999	0.57999	0.57999	0.84024	1.1433	0.57999	0.57999
REV_Pp1s279_18V6.1	0.019501	0.019501	0.019501	0.019501	0.019501	0	0
Pp1s15_70V6.1 (+1)	0	0	0	0	0	0	0
Pp1s2_153V6.1	0.41542	0.41542	0.47824	0.29767	0.54385	0.29767	0.29767
Pp1s81_51V6.1	3.4641	2.9408	2.4789	2.3722	2.8199	1.9769	2.2687
Pp1s414_7V6.1	0.43024	0.22689	0.16575	0.29124	0.22689	0.22689	0.43024
Pp1s78_3V6.1 (+1)	0.37106	0.17092	0.37106	0.23416	0.17092	0.37106	0.37106
Pp1s378_41V6.1	0.53771	0.20251	0.27875	0.53771	0.44603	0.35982	0.73887
Pp1s118_219V6.1	1.3178	1.4004	1.3178	1.238	1.4004	1.3178	1.5746
Pp1s3_505V6.2 (+1)	0.17432	0.30711	0.30711	0.30711	0.30711	0.23894	0.30711
Pp1s161_125V6.1	0.32447	0.45454	0.32447	1.1157	0.9265	0.9265	0.75423
Pp1s26_83V6.1	0.078283	0.05153	0.05153	0.10572	0.16269	0.10572	0.10572
Pp1s402_42V6.2	0.41615	0.19002	0.090881	0.35588	0.24292	0.19002	0.24292
Pp1s287_29V6.1	0	0.33561	0.33561	0.33561	0.21279	0.10127	0.10127
Pp1s545_4V6.1	2.075	1.8665	1.491	2.075	1.6722	1.6722	2.075
Pp1s214_32V6.1	0.19701	0	0	0.71514	1.053	0.71514	1.053
Pp1s88_1V6.1 (+1)	0.042139	0.042139	0.086054	0	0	0	0
Pp1s201_41V6.1 (+8)	0	0.16108	0.16108	0	0	0	0
Pp1s180_124V6.1	0	0	0	0.034795	0.034795	0	0
Pp1s424_22V6.1 (+3)	0.80431	0.80431	0.80431	0.80431	0.80431	1.1966	0.80431
Pp1s72_281V6.1	0.83472	0.65822	0.65822	0.49869	0.35452	0.35452	0.10644
Pp1s1_629V6.1	36.616	26.049	32.7	20.711	23.234	23.234	29.192
Pp1s79_93V6.1	1.0011	0.85263	1.0011	0.47017	0.58797	0.36111	0.47017
Pp1s162_74V6.1 (+2)	0.60804	0.26809	0.48564	0.26809	0.37256	0.17156	0.37256
Pp1s49_285V6.1	0.60597	0.26727	0.26727	0.17106	0.73791	0.17106	0.48405
Pp1s101_241V6.1	0.43848	0.36567	0.43848	0.10947	0.16862	0.053313	0.23092
Pp1s64_220V6.1	0.52411	0.19794	0.19794	1.467	1.467	0.27227	0.35122
Pp1s1_89V6.1 (+1)	0.22558	0.10706	0.052168	0.28951	0.35679	0.35679	0.50204
Pp1s247_41V6.1	0.44199	0.3402	0.3402	0.3402	0.44199	0.3402	0.3402
Pp1s33_280V6.1	0.13493	0.17141	0.13493	0.28806	0.17141	0.099576	0.17141
Pp1s402_16V6.1	0.35682	0.12123	0.21011	0.21011	0.35682	0.21011	0.25716
Pp1s56_223V6.1	1.9491	0.88924	1.1456	1.9491	2.5692	1.4367	1.5968
Pp1s173_16V6.1 (+4)	0.49246	0.6496	0.49246	0	0	0	0
Pp1s307_64V6.1	0.16297	0.16297	0.223	0.16297	0.28612	0.10589	0.28612
Pp1s391_38V6.1	0.3084	0.11352	0.17502	0.23992	0.3084	0.23992	0.3084
Pp1s33_144V6.1	0.098725	0.15168	0.15168	0.39031	0.39031	0.26538	0.39031
Pp1s372_16V6.1	2.4435	2.1874	2.7201	1.5278	2.4435	1.5278	1.9503
Pp1s241_32V6.1	0.26488	0.26488	0.19272	0.34142	0.34142	0.26488	0.34142
Pp1s158_129V6.1 (+1)	0.44426	0.44426	0.31745	0.58328	0.73568	0.58328	0.58328
Pp1s192_6V6.1	0.36447	0.47471	0.26248	0.47471	0.72262	0.47471	0.26248
Pp1s307_65V6.1	1.4397	1.265	0.68248	1.8307	2.2844	1.4397	2.5378
Pp1s20_273V6.1	6.2007	4.8706	3.7861	4.1233	7.2509	3.7861	4.4842
Pp1s39_223V6.1 (+1)	0.24597	0	0	0.39078	0.24597	0.24597	0.17931
Pp1s85_94V6.1	0	0.090576	0.29708	0.090576	0	0	0.090576
Pp1s269_40V6.1 (+1)	0	0	0.92436	0	0	0	0.11527
Pp1s13_20V6.1	0.17397	0.30647	0.23845	0.30647	0.30647	0.23845	0.23845
Pp1s41_264V6.1	4.6862	1.9632	6.066	1.9632	3.5758	3.5758	1.9632
Pp1s355_33V6.1	0.55439	0.55439	0.55439	0.55439	0.55439	0.24675	0.24675
Pp1s169_130V6.1 (+2)	0.25635	0.16432	0.16432	0.4628	0.70317	0.4628	0.57841
Pp1s402_22V6.1	0.68864	0.52065	0.36938	0.52065	0.52065	0.36938	0.36938
Pp1s259_76V6.1	1.8543	1.196	1.196	1.196	1.196	1.196	0.68946
Pp1s119_22V6.1 (+1)	0.23762	0.15272	0.073648	0.23762	0.32877	0.15272	0.15272
Pp1s66_139V6.1	0.046361	0.19874	0.19874	0.31247	0.25432	0.31247	0.19874
Pp1s220_84V6.1 (+2)	0.70229	0.30472	0.70229	0.94443	1.5369	0.70229	0.94443
Pp1s244_82V6.1 (+1)	0.2332	0.32244	0.2332	0.41815	0.41815	0.63083	0.52078
Pp1s59_11V6.1 (+1)	0.57253	0.57253	0.35228	0.82865	0.57253	0.82865	0.57253
Pp1s260_4V6.1	0.31981	0.31981	0.23135	0.51623	1.1449	0.071834	0.74189
Pp1s161_111V6.1	0.019833	0.060686	0.040059	0	0.040059	0.019833	0.019833
Pp1s214_66V6.2 (+1)	0.1208	0.18657	0.3299	0	0	0	0
sp|Q6YXP8|NU1C_PHYPA	0	0	0.16667	0	0	0	0
Pp1s36_31V6.1	0.51072	0.36266	0.43478	0.29416	0.51072	0.22911	0.29416
Pp1s7_250V6.1	1.2084	1.2084	0.81156	0.81156	0.81156	0.81156	1.2084
Pp1s4_75V6.1	0.67833	0.2955	0.47455	0.67833	1.1743	0.47455	0.2955
Pp1s153_106V6.1 (+1)	0.11089	0.11089	1.0879	0.11089	0.11089	0.11089	0.11089
Pp1s370_6V6.1 (+4)	0.40459	0.52911	0.40459	0.18516	0.40459	0.40459	0.40459
Pp1s52_210V6.1	0.60964	0.60964	0.33057	0.33057	0.33057	0.20974	0.20974
Pp1s71_364V6.2	0.40547	0.31298	0.22657	0.50448	0.22657	0.50448	0.31298
Pp1s154_79V6.1	0.38737	0.15064	0.15064	0.26347	0.38737	0.26347	0.32397
Pp1s129_152V6.1 (+1)	0.55481	0.55481	0.55481	0.55481	0.93872	0.55481	0.55481
Pp1s294_50V6.1 (+1)	0.22657	0.31298	0.31298	0.31298	0.40547	0.31298	0.31298
Pp1s115_168V6.1 (+1)	0.65511	0.23361	0.23361	0.39922	0.72609	0.45922	0.39922
Pp1s66_112V6.1	0.051432	0.051432	0.16237	0	0	0	0
Pp1s5_30V6.1	0.077773	0	0.45424	0	0	0	0
Pp1s82_113V6.1	0	0.029099	0.029099	0	0.029099	0	0
Pp1s255_4V6.1	0	0	0	0	0	0	0
Pp1s2_522V6.1 (+1)	0.77399	0.53714	0.53714	0.46544	0.53714	0.53714	0.46544
Pp1s31_130V6.1	0.2596	0.18898	0.2596	0.12232	0.18898	0.33441	0.2596
sp|Q6YXM7|CLPP_PHYPA	0.51901	0.14953	0.32142	0.51901	0.32142	0.51901	0.51901
Pp1s249_94V6.1	0.53464	0.77014	0.33047	0.33047	0.33047	0.77014	0.77014
Pp1s272_58V6.1	0.21049	0.33181	0.33181	0.61215	0.77373	0.61215	0.46529
Pp1s16_27V6.1	0.22859	0.10842	0.67309	0.10842	0.10842	0	0
sp|Q6YXP4|CHLN_PHYPA	0.26548	0.26548	0.34221	0	0	0	0.060631
Pp1s83_45V6.1	0.035822	0	0.15117	0	0	0	0
Pp1s291_35V6.1	0.27164	0.12767	0.35038	0	0	0	0
Pp1s422_7V6.2	0	0	0	0.28838	0.35535	0	0
REV_Pp1s386_26V6.1	0.039036	0	0	0	0	0	0
Pp1s33_209V6.1	0.17667	0	0	0	0	0	0
Pp1s347_25V6.1	0.29476	0.16765	0.29476	0.22956	0.16765	0.10886	0.22956
Pp1s70_257V6.1	0.1872	0.058866	0.1212	0.1212	0.1212	0.058866	0.15372
Pp1s13_231V6.1	0.5654	0.39948	0.39948	0.39948	0.25116	0.25116	0.39948
Pp1s34_56V6.2 (+4)	0.6496	0.35029	0.6496	0.49246	1.0153	0.49246	1.2274
Pp1s4_362V6.1	0.18491	0.18491	0.23625	0.1357	0.18491	0.088536	0.23625
Pp1s94_94V6.1 (+1)	3.4175	3.4175	3.0676	2.4486	3.0676	2.1754	3.0676
Pp1s15_317V6.1	0.52295	0.23408	0.37093	0.23408	0.52295	0.23408	0.23408
Pp1s106_185V6.1	2.4335	1.5829	1.1364	2.4335	2.7753	2.7753	3.1511
Pp1s277_34V6.1	0.38985	0.50907	0.38985	0.28005	0.38985	0.17892	0.08578
Pp1s70_177V6.1	0.07273	0.07273	0.15075	0.07273	0.07273	0	0
Pp1s240_64V6.1 (+1)	0.09954	0.20899	0.09954	0	0.09954	0	0
tr|A9RGW9|A9RGW9_PHYPA	0.17883	0.17883	0.17883	0.17883	0.17883	0.17883	0.17883
sp|Q6YXK8|RR3_PHYPA	0	0	1.3812	0	0	0	0
Pp1s196_99V6.1	1.2605	1.5399	1.0119	1.0119	0.79063	0.79063	0.79063
Pp1s25_336V6.1	0.43556	0.38458	0.54321	0.1556	0.1556	0.1556	0.074989
Pp1s190_86V6.1	0.14195	0.30406	0.22032	0.22032	0.30406	0.39354	0.30406
Pp1s258_19V6.1 (+1)	0.89653	0.61611	1.2256	0.37715	0.89653	0.61611	0.37715
Pp1s79_105V6.1	0.1564	0.24355	0.1564	0.1564	0.24355	0.24355	0.24355
Pp1s80_151V6.1	0.31503	0.31503	0.31503	0.17858	0.11577	0.11577	0.24494
Pp1s60_169V6.1	0.60771	0.37237	0.60771	0.60771	1.2064	0.8834	0.8834
Pp1s70_182V6.1 (+1)	0.19254	0.12456	0.15805	0.12456	0.12456	0.029783	0.060452
Pp1s205_59V6.1 (+3)	0.74176	0.74176	0.44764	0.20318	0.74176	0.31976	0.44764
Pp1s84_273V6.1	0.22024	0.22024	0.12685	0.17262	0.32137	0.082875	0.17262
Pp1s125_77V6.1	0.24843	0.11733	0.076766	0.11733	0.2031	0.037673	0.15943
Pp1s39_426V6.2	1.5337	1.2851	1.2851	2.1152	2.4542	1.8095	1.8095
Pp1s246_110V6.1	0.070788	0	0.14659	0.070788	0.070788	0.070788	0
Pp1s107_188V6.1 (+1)	86.391	28.567	28.567	43.392	24.821	28.567	18.693
Pp1s191_74V6.1 (+1)	0.3661	0	0.20584	0.20584	0.6473	0.20584	0.20584
Pp1s54_206V6.1	0.46216	0	0	1.1379	1.4265	1.1379	1.4265
Pp1s137_194V6.1	0.72196	0.54461	0.54461	0	0	0	0
Pp1s1_765V6.1	0.51575	0.51575	0.51575	0.51575	0.51575	0.51575	0.51575
Pp1s281_9V6.1 (+1)	0.55077	0.42049	0.55077	0.30115	0.19184	0.19184	0.30115
Pp1s333_15V6.1	0.39254	0.26683	0.2083	0.53072	0.68261	0.26683	0.3282
Pp1s84_136V6.1 (+2)	0.44465	0.24698	0.34218	0.34218	0.44465	0.15852	0.44465
Pp1s12_341V6.1	0.22499	0.12948	0.17626	0.22499	0.27572	0.084557	0.17626
Pp1s523_20V6.1	0.33518	0.12258	0.12258	0.41464	0.33518	0.26018	0.33518
Pp1s553_2V6.1	1.5399	0.59369	0.41841	1.2605	1.2605	1.2605	0.79063
Pp1s335_17V6.1	0.038828	0	0.16459	0.038828	0.079163	0	0
tr|A9T3D3|A9T3D3_PHYPA	1.8648	1.4039	0.69256	0	0	0	0
Pp1s450_17V6.1	0	0	0.22199	0	0	0	0
Pp1s49_260V6.1	0.14877	0	0.31967	0	0	0	0
Pp1s170_89V6.1 (+1)	0.057407	0	0.11811	0	0	0	0
tr|A9U4Z5|A9U4Z5_PHYPA	0.039036	0.039036	0.039036	0.039036	0.039036	0.039036	0.039036
Pp1s276_96V6.1	0	0	0	0	0	0	0
Pp1s275_19V6.1	0.55648	0.76621	0.65803	0.65803	0.46115	0.46115	0.46115
Pp1s338_65V6.1	0.15573	0.049427	0.1013	0.21285	0.15573	0.1013	0.21285
Pp1s39_315V6.1 (+1)	0.18002	0.18002	0.18002	0.086288	0.086288	0.086288	0.18002
Pp1s339_66V6.1	0.16565	0.16565	0.5838	0.16565	0.16565	0.16565	0.16565
Pp1s59_148V6.1	0.086572	0.056912	0.086572	0.056912	0.056912	0.056912	0.056912
Pp1s15_26V6.1	0.7703	0.40873	0.98453	1.2247	1.4939	1.2247	0.7703
Pp1s3_353V6.1 (+1)	0.56427	0.32265	0.39873	1.069	1.4469	0.7494	1.069
Pp1s161_14V6.1	0.35029	0.35029	0.49246	0.35029	0.35029	0.35029	0.22166
Pp1s11_275V6.1	0.49009	0.22069	0.22069	0.22069	0.49009	0.22069	0
REV_Pp1s24_145V6.1 (+1)	0.033286	0	0.033286	0	0	0	0.033286
REV_Pp1s104_141V6.1	0.035778	0	0	0	0	0	0
Pp1s77_317V6.1 (+2)	0.17569	0.17569	0.27479	0.27479	0.38225	0.17569	0.27479
Pp1s319_35V6.1	0.10762	0.10762	0.10762	0.35885	0.50509	0.22682	0.35885
Pp1s76_199V6.1	2.548	2.126	1.4265	1.7541	1.4265	1.1379	1.7541
Pp1s378_9V6.1 (+1)	0.59728	0.29715	0.23138	0.86713	0.77246	0.43941	0.51629
Pp1s144_58V6.1	0.36447	0.36447	0.26248	0.47471	0.16811	0.16811	0.26248
Pp1s133_105V6.1 (+1)	0.27732	0.63156	0.27732	0.63156	0.63156	0.27732	0.44362
Pp1s72_262V6.1	0.26646	0.26646	0.37021	0.37021	0.37021	0.48247	0.60392
Pp1s137_78V6.1	0.22599	0.31215	0.14549	0.22599	0.31215	0.22599	0.22599
Pp1s359_40V6.1	0.074022	0.23891	0.15352	0.15352	0.42911	0.33062	0.5349
Pp1s130_5V6.1	0.13524	0.032219	0.099804	0.099804	0.17181	0.13524	0.17181
Pp1s70_212V6.1	0.41144	0.18804	0.99215	0.18804	0.18804	0	0
Pp1s66_47V6.1 (+1)	15.497	9.3397	5.4805	15.497	9.3397	13.118	13.118
Pp1s450_16V6.1	0.17156	0.17156	0.88392	0	0.082388	0	0.082388
Pp1s369_6V6.1	1.2063	0	0.4329	2.6507	4.231	1.5478	1.5478
Pp1s185_81V6.1	0.089191	0	0.66964	0	0.089191	0.089191	0
tr|A9RCH7|A9RCH7_PHYPA	0.046883	0.046883	0.046883	0	0	0.046883	0.046883
Pp1s15_197V6.1	0.72089	0.43605	0.57203	0	0	0	0.094693
Pp1s195_100V6.1	0	0.063538	0.13111	0	0	0	0
Pp1s51_117V6.1 (+3)	0	0	0.2941	0	0	0	0
Pp1s6_208V6.1	0	0	0	0	0	0	0
Pp1s38_401V6.1	0.33595	0.26076	0.12283	0.1898	0.1898	0.1898	0.26076
Pp1s33_47V6.1	0.7442	0.7442	0.51774	0.32068	0.32068	0.41578	0.32068
Pp1s182_1V6.1 (+1)	0.31368	0.31368	0.24392	0.11531	0.24392	0.17786	0.11531
Pp1s79_61V6.1	0.43065	0.26966	0.43065	0.12679	0.43065	0.12679	0.26966
Pp1s41_267V6.1	0.49303	0.70645	0.95037	0.49303	0.49303	0.30631	0.49303
Pp1s16_378V6.1	0.49303	0.95037	0.49303	0.70645	0.95037	0.49303	0.49303
Pp1s224_46V6.1	0.20878	0.20878	0.13474	0.37166	0.37166	0.20878	0.28764
Pp1s32_278V6.1 (+1)	0.34221	0.26548	0.19314	0.34221	0.42359	0.34221	0.12494
Pp1s77_324V6.1 (+1)	0.24628	0.1581	0.24628	0.34119	0.34119	0.6715	0.34119
Pp1s64_202V6.1	0.45976	0.28683	0.45976	0.28683	0.45976	0.28683	0.45976
Pp1s55_275V6.1	0.14059	0	0	0.38938	0.48383	0.14059	0.14059
