accession	annotator_id	csid	date	value	source
Pp1s343_7V6.1	cosmoss		2009-07-17 11:27:29	MAEBL, putative [Plasmodium falciparum 3D7]	cosmoss|V1.2-5_mapping_Phypa_98093
Pp1s344_14V6.1	cosmoss		2009-07-17 11:27:29	proteophosphoglycan ppg3, putative [Leishmania major]	cosmoss|V1.2-5_mapping_Phypa_98132
Pp1s344_22V6.1	cosmoss		2009-07-17 11:27:29	LOC480396; similar to 1700019E19Rik protein [Canis familiaris]	cosmoss|V1.2-5_mapping_Phypa_98137
Pp1s344_23V6.1	cosmoss		2009-07-17 11:27:29	LOC480396; similar to 1700019E19Rik protein [Canis familiaris]	cosmoss|V1.2-5_mapping_Phypa_98137
Pp1s344_28V6.1	cosmoss		2009-07-17 11:27:29	KIAA1503; KIAA1503 protein [Homo sapiens]	cosmoss|V1.2-5_mapping_Phypa_98142
Pp1s344_29V6.1	cosmoss		2009-07-17 11:27:29	F17M5.40; transcriptional factor B3 family protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_98143
Pp1s347_16V6.1	cosmoss		2009-07-17 11:27:29	T9E8.80; leucine-rich repeat family protein / extensin family protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_98219
Pp1s348_24V6.1	cosmoss		2009-07-17 11:27:29	LOC456553 [Pan troglodytes]	cosmoss|V1.2-5_mapping_Phypa_98249
Pp1s348_24V6.2	cosmoss		2009-07-17 11:27:29	LOC456553 [Pan troglodytes]	cosmoss|V1.2-5_mapping_Phypa_98249
Pp1s348_6V6.1	cosmoss		2009-07-17 11:27:29	F1P2.170; TCP family transcription factor, putative [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_98241
Pp1s349_5V6.1	cosmoss		2009-07-17 11:27:29	proteophosphoglycan ppg1 [Leishmania major]	cosmoss|V1.2-5_mapping_Phypa_98264
Pp1s350_17V6.1	cosmoss		2009-07-17 11:27:29	Maged2; melanoma antigen, family D, 2 [Rattus norvegicus]	cosmoss|V1.2-5_mapping_Phypa_98284
Pp1s350_45V6.1	cosmoss		2009-07-17 11:27:29	F2A19.190; F-box family protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_98301
Pp1s351_9V6.1	cosmoss		2009-07-17 11:27:29	Vasohibin-like protein [Homo sapiens]	cosmoss|V1.2-5_mapping_Phypa_98307
Pp1s353_21V6.1	cosmoss		2009-07-17 11:27:29	hypothetical protein [Oryza sativa (japonica cultivar-group)]	cosmoss|V1.2-5_mapping_Phypa_98385
Pp1s353_9V6.1	cosmoss		2009-07-17 11:27:29	MXL8.19; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_98380
Pp1s355_23V6.1	cosmoss		2009-07-17 11:27:29	Hypothetical PE-PGRS family protein PE_PGRS54 precursor [Mycobacterium tuberculosis]	cosmoss|V1.2-5_mapping_Phypa_98445
Pp1s355_42V6.1	cosmoss		2009-07-17 11:27:29	protein transporter	cosmoss|V1.2-5_mapping_Phypa_98456
Pp1s357_8V6.1	cosmoss		2009-07-17 11:27:29	CG5424; CG5424 gene product from transcript CG5424-RB CG5424 gene product from transcript CG5424-RD [Drosophila melanogaster]	cosmoss|V1.2-5_mapping_Phypa_98509
Pp1s358_22V6.1	cosmoss		2009-07-17 11:27:29	MGC76095; hypothetical protein MGC76095 [Xenopus tropicalis]	cosmoss|V1.2-5_mapping_Phypa_98562
Pp1s358_46V6.1	cosmoss		2009-07-17 11:27:29	K2A18.31; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_98575
Pp1s360_46V6.1	cosmoss		2009-07-17 11:27:29	MMM17.17; protein kinase family protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_98640
Pp1s360_47V6.1	cosmoss		2009-07-17 11:27:29	MMM17.17; protein kinase family protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_98640
Pp1s360_48V6.1	cosmoss		2009-07-17 11:27:29	MMM17.17; protein kinase family protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_98640
Pp1s360_49V6.1	cosmoss		2009-07-17 11:27:29	MMM17.17; protein kinase family protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_98640
Pp1s362_12V6.1	cosmoss		2009-07-17 11:27:29	proteophosphoglycan ppg3, putative [Leishmania major]	cosmoss|V1.2-5_mapping_Phypa_98648
Pp1s362_7V6.1	cosmoss		2009-07-17 11:27:29	MOP9.10; hypothetical protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_98645
Pp1s363_14V6.1	cosmoss		2009-07-17 11:27:29	AP22.13; tetratricopeptide repeat (TPR)-containing protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_98676
Pp1s363_29V6.1	cosmoss		2009-07-17 11:27:29	LOC483212; similar to Tumor-related protein [Canis familiaris]	cosmoss|V1.2-5_mapping_Phypa_98683
Pp1s363_29V6.2	cosmoss		2009-07-17 11:27:29	LOC483212; similar to Tumor-related protein [Canis familiaris]	cosmoss|V1.2-5_mapping_Phypa_98683
Pp1s363_32V6.1	cosmoss		2009-07-17 11:27:29	LOC483212; similar to Tumor-related protein [Canis familiaris]	cosmoss|V1.2-5_mapping_Phypa_98684
Pp1s363_32V6.2	cosmoss		2009-07-17 11:27:29	LOC483212; similar to Tumor-related protein [Canis familiaris]	cosmoss|V1.2-5_mapping_Phypa_98684
Pp1s364_14V6.1	cosmoss		2009-07-17 11:27:29	F24B18.9; CONSTANS B-box zinc finger family protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_98703
Pp1s364_15V6.1	cosmoss		2009-07-17 11:27:29	F7K2.50; protease inhibitor/seed storage/lipid transfer protein (LTP) family protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_98704
Pp1s364_22V6.1	cosmoss		2009-07-17 11:27:29	Epstein-Barr nuclear antigen 1 (EBV nuclear antigen 1) (EBNA-1) [Human herpesvirus 4 (strain B95-8)]	cosmoss|V1.2-5_mapping_Phypa_98707
Pp1s364_29V6.1	cosmoss		2009-07-17 11:27:29	Glycine-rich cell wall structural protein 1 precursor [Petunia x hybrida]	cosmoss|V1.2-5_mapping_Phypa_98709
Pp1s364_54V6.1	cosmoss		2009-07-17 11:27:29	MDC11.13; transducin family protein / WD-40 repeat family protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_98720
Pp1s366_24V6.1	cosmoss		2009-07-17 11:27:29	hypothetical protein, conserved [Cyanidioschyzon merolae]	cosmoss|V1.2-5_mapping_Phypa_98762
Pp1s366_25V6.1	cosmoss		2009-07-17 11:27:29	hypothetical protein, conserved [Cyanidioschyzon merolae]	cosmoss|V1.2-5_mapping_Phypa_98762
Pp1s366_26V6.1	cosmoss		2009-07-17 11:27:29	hypothetical protein, conserved [Cyanidioschyzon merolae]	cosmoss|V1.2-5_mapping_Phypa_98762
Pp1s368_6V6.1	cosmoss		2009-07-17 11:27:29	F14P22.240; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_98805
Pp1s335_44V6.1	cosmoss		2009-07-17 11:27:28	C030018L16Rik; RIKEN cDNA C030018L16 gene [Mus musculus]	cosmoss|V1.2-5_mapping_Phypa_97805
Pp1s336_1V6.1	cosmoss		2009-07-17 11:27:28	T27G7.10; kelch repeat-containing protein / serine/threonine phosphoesterase family protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_97830
Pp1s336_1V6.2	cosmoss		2009-07-17 11:27:28	T27G7.10; kelch repeat-containing protein / serine/threonine phosphoesterase family protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_97830
Pp1s336_27V6.1	cosmoss		2009-07-17 11:27:28	T1J1.4; AAA-type ATPase family protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_97850
Pp1s336_28V6.1	cosmoss		2009-07-17 11:27:28	SRP40; Nucleolar, serine-rich protein with a role in preribosome assembly or transport; may function as a chaperone of small nucleolar ribonucleoprotein particles (snoRNPs); immunologically and structurally to rat Nopp140 [Saccharomyces cerevisiae]	cosmoss|V1.2-5_mapping_Phypa_97851
Pp1s336_28V6.2	cosmoss		2009-07-17 11:27:28	SRP40; Nucleolar, serine-rich protein with a role in preribosome assembly or transport; may function as a chaperone of small nucleolar ribonucleoprotein particles (snoRNPs); immunologically and structurally to rat Nopp140 [Saccharomyces cerevisiae]	cosmoss|V1.2-5_mapping_Phypa_97851
Pp1s336_50V6.1	cosmoss		2009-07-17 11:27:28	contains ESTs D41575(S4159),AU097348(S4159) [Oryza sativa (japonica cultivar-group)]	cosmoss|V1.2-5_mapping_Phypa_97861
Pp1s336_56V6.1	cosmoss		2009-07-17 11:27:28	hypothetical protein, conserved [Leishmania major]	cosmoss|V1.2-5_mapping_Phypa_97866
Pp1s336_70V6.1	cosmoss		2009-07-17 11:27:28	contains ESTs AU057056(S21102),C72451(E1640) similar to shock protein SRC2 unknown protein [Oryza sativa (japonica cultivar-group)]	cosmoss|V1.2-5_mapping_Phypa_97874
Pp1s337_18V6.1	cosmoss		2009-07-17 11:27:28	Kpl2; KPL2 protein [Rattus norvegicus]	cosmoss|V1.2-5_mapping_Phypa_97889
Pp1s337_19V6.1	cosmoss		2009-07-17 11:27:28	Kpl2; KPL2 protein [Rattus norvegicus]	cosmoss|V1.2-5_mapping_Phypa_97889
Pp1s337_53V6.1	cosmoss		2009-07-17 11:27:28	T7I23.32; squamosa promoter-binding protein-like 8 (SPL8) [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_97909
Pp1s338_70V6.1	cosmoss		2009-07-17 11:27:28	SRRM1; serine/arginine repetitive matrix 1 [Homo sapiens]	cosmoss|V1.2-5_mapping_Phypa_97950
Pp1s338_8V6.1	cosmoss		2009-07-17 11:27:28	T26I20.5; arabinogalactan-protein (AGP9) [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_97916
Pp1s338_9V6.1	cosmoss		2009-07-17 11:27:28	Paf1 complex protein	cosmoss|V1.2-5_mapping_Phypa_97917
Pp1s339_60V6.1	cosmoss		2009-07-17 11:27:28	F15B8.160; acyl-CoA:1-acylglycerol-3-phosphate acyltransferase, putative [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_97976
Pp1s339_7V6.1	cosmoss		2009-07-17 11:27:28	MGC83493; MGC83493 protein [Xenopus laevis]	cosmoss|V1.2-5_mapping_Phypa_97954
Pp1s340_23V6.1	cosmoss		2009-07-17 11:27:28	T12P18.20; brix domain-containing protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_97995
Pp1s325_7V6.1	cosmoss		2009-07-17 11:27:27	phospholipase a2	cosmoss|V1.2-5_mapping_Phypa_97423
Pp1s325_8V6.1	cosmoss		2009-07-17 11:27:27	myosin ie	cosmoss|V1.2-5_mapping_Phypa_97425
Pp1s325_8V6.2	cosmoss		2009-07-17 11:27:27	myosin ie	cosmoss|V1.2-5_mapping_Phypa_97425
Pp1s326_18V6.1	cosmoss		2009-07-17 11:27:27	T2O9.70; VQ motif-containing protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_97473
Pp1s326_58V6.1	cosmoss		2009-07-17 11:27:27	F3E22.4; mov34 family protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_97494
Pp1s326_60V6.1	cosmoss		2009-07-17 11:27:27	F3E22.4; mov34 family protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_97494
Pp1s327_58V6.1	cosmoss		2009-07-17 11:27:27	F5O4.6; remorin family protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_97538
Pp1s328_52V6.1	cosmoss		2009-07-17 11:27:27	T12J5.3; protein kinase family protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_97572
Pp1s329_18V6.1	cosmoss		2009-07-17 11:27:27	mucin-associated surface protein (MASP), putative [Trypanosoma cruzi]	cosmoss|V1.2-5_mapping_Phypa_97588
Pp1s329_26V6.1	cosmoss		2009-07-17 11:27:27	MYH19.150; N-acetylglucosaminyltransferase family (Core-2/I-Branching enzyme family) [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_97594
Pp1s331_16V6.1	cosmoss		2009-07-17 11:27:27	Micronuclear linker histone polyprotein (MIC LH) [Contains: Micronuclear linker histone-alpha; Micronuclear linker histone-beta; Micronuclear linker histone-delta; Micronuclear linker histone-gamma] [Tetrahymena thermophila]	cosmoss|V1.2-5_mapping_Phypa_97652
Pp1s331_33V6.1	cosmoss		2009-07-17 11:27:27	T29E15.15; leucine-rich repeat family protein / protein kinase family protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_97663
Pp1s331_33V6.2	cosmoss		2009-07-17 11:27:27	T29E15.15; leucine-rich repeat family protein / protein kinase family protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_97663
Pp1s331_44V6.1	cosmoss		2009-07-17 11:27:27	T3G21.3; myb family transcription factor [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_97669
Pp1s332_12V6.1	cosmoss		2009-07-17 11:27:27	contains ESTs AU098331(E31537),C91783(E31537) [Oryza sativa (japonica cultivar-group)]	cosmoss|V1.2-5_mapping_Phypa_97675
Pp1s332_13V6.1	cosmoss		2009-07-17 11:27:27	contains ESTs AU098331(E31537),C91783(E31537) [Oryza sativa (japonica cultivar-group)]	cosmoss|V1.2-5_mapping_Phypa_97675
Pp1s332_35V6.1	cosmoss		2009-07-17 11:27:27	F28J12.50; TCP family transcription factor, putative [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_97688
Pp1s333_12V6.1	cosmoss		2009-07-17 11:27:27	F5O24.60; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_97704
Pp1s333_54V6.1	cosmoss		2009-07-17 11:27:27	chromatin assembly factor1 p150 subunit	cosmoss|V1.2-5_mapping_Phypa_97731
Pp1s334_14V6.1	cosmoss		2009-07-17 11:27:27	T4L20.110; basic helix-loop-helix (bHLH) family protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_97743
Pp1s334_73V6.1	cosmoss		2009-07-17 11:27:27	F18O14.5; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_97770
Pp1s310_47V6.1	cosmoss		2009-07-17 11:27:26	Argininosuccinate lyase (Arginosuccinase) (ASAL) [Macaca fascicularis]	cosmoss|V1.2-5_mapping_Phypa_96743
Pp1s311_52V6.1	cosmoss		2009-07-17 11:27:26	T20K12.270; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_96781
Pp1s311_73V6.1	cosmoss		2009-07-17 11:27:26	F7K24.150; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_96795
Pp1s313_102V6.1	cosmoss		2009-07-17 11:27:26	T19C21.7; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_96898
Pp1s313_102V6.2	cosmoss		2009-07-17 11:27:26	T19C21.7; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_96898
Pp1s313_28V6.1	cosmoss		2009-07-17 11:27:26	zinc finger (c3hc4-type ring finger) family protein	cosmoss|V1.2-5_mapping_Phypa_96862
Pp1s313_29V6.1	cosmoss		2009-07-17 11:27:26	zinc finger (c3hc4-type ring finger) family protein	cosmoss|V1.2-5_mapping_Phypa_96862
Pp1s313_73V6.1	cosmoss		2009-07-17 11:27:26	LOC404108; non-muscle myosin heavy chain [Bos taurus]	cosmoss|V1.2-5_mapping_Phypa_96882
Pp1s316_57V6.1	cosmoss		2009-07-17 11:27:26	Osmotin-like protein OSML81 precursor (PA81) [Solanum commersonii]	cosmoss|V1.2-5_mapping_Phypa_97004
Pp1s316_60V6.1	cosmoss		2009-07-17 11:27:26	F14F8.90; F-box protein family [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_97006
Pp1s317_26V6.2	cosmoss		2009-07-17 11:27:26	cytochrome p450	cosmoss|V1.2-5_mapping_Phypa_97031
Pp1s317_42V6.1	cosmoss		2009-07-17 11:27:26	F14O13.12; beta-amylase, putative / 1,4-alpha-D-glucan maltohydrolase, putative [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_97038
Pp1s317_68V6.1	cosmoss		2009-07-17 11:27:26	LOC434768; homeoprotein TOX [Mus musculus]	cosmoss|V1.2-5_mapping_Phypa_97052
Pp1s318_65V6.1	cosmoss		2009-07-17 11:27:26	3-5 exonuclease domain-containing protein k homology domain-containing protein kh domain-containing protein	cosmoss|V1.2-5_mapping_Phypa_97099
Pp1s318_65V6.2	cosmoss		2009-07-17 11:27:26	3-5 exonuclease domain-containing protein k homology domain-containing protein kh domain-containing protein	cosmoss|V1.2-5_mapping_Phypa_97099
Pp1s318_71V6.1	cosmoss		2009-07-17 11:27:26	splicing factorsubunit 2	cosmoss|V1.2-5_mapping_Phypa_97102
Pp1s319_47V6.1	cosmoss		2009-07-17 11:27:26	T7B11.33; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_97140
Pp1s319_47V6.2	cosmoss		2009-07-17 11:27:26	T7B11.33; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_97140
Pp1s319_48V6.1	cosmoss		2009-07-17 11:27:26	T7B11.33; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_97140
Pp1s322_23V6.1	cosmoss		2009-07-17 11:27:26	T5E8.170; lipid transfer protein family [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_97321
Pp1s322_29V6.1	cosmoss		2009-07-17 11:27:26	T22P22.130; arabinogalactan-protein (AGP15) [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_97325
Pp1s322_31V6.1	cosmoss		2009-07-17 11:27:26	T22P22.130; arabinogalactan-protein (AGP15) [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_97325
Pp1s322_33V6.1	cosmoss		2009-07-17 11:27:26	hypothetical protein [Dictyostelium discoideum]	cosmoss|V1.2-5_mapping_Phypa_97327
Pp1s323_12V6.1	cosmoss		2009-07-17 11:27:26	F10M6.40; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_97346
Pp1s323_77V6.1	cosmoss		2009-07-17 11:27:26	hypothetical protein [Dictyostelium discoideum]	cosmoss|V1.2-5_mapping_Phypa_150879
Pp1s303_18V6.1	cosmoss		2009-07-17 11:27:25	F17A13.240; F-box family protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_96432
Pp1s303_31V6.2	cosmoss		2009-07-17 11:27:25	3-isopropylmalate dehydrogenase 1 (Beta-IPM dehydrogenase 1) (IMDH 1) (3-IPM-DH 1) [no tax name]	cosmoss|V1.2-5_mapping_Phypa_96440
Pp1s303_43V6.1	cosmoss		2009-07-17 11:27:25	LOC435357; similar to Hypothetical protein CBG24352 [Mus musculus]	cosmoss|V1.2-5_mapping_Phypa_96447
Pp1s304_20V6.1	cosmoss		2009-07-17 11:27:25	T16N11.16; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_96490
Pp1s304_3V6.2	cosmoss		2009-07-17 11:27:25	leucine rich repeat and sterile alpha motif containing 1	cosmoss|V1.2-5_mapping_Phypa_96478
Pp1s304_40V6.1	cosmoss		2009-07-17 11:27:25	UNUSUAL FLORAL ORGANS protein (F-box only protein 1) (AtFBX1) [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_96502
Pp1s304_40V6.2	cosmoss		2009-07-17 11:27:25	UNUSUAL FLORAL ORGANS protein (F-box only protein 1) (AtFBX1) [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_96502
Pp1s305_29V6.1	cosmoss		2009-07-17 11:27:25	hypothetical protein [Plasmodium falciparum 3D7]	cosmoss|V1.2-5_mapping_Phypa_96531
Pp1s306_10V6.1	cosmoss		2009-07-17 11:27:25	T2N18.3; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_96547
Pp1s306_12V6.1	cosmoss		2009-07-17 11:27:25	Hypothetical PE-PGRS family protein PE_PGRS54 precursor [Mycobacterium tuberculosis]	cosmoss|V1.2-5_mapping_Phypa_96549
Pp1s306_12V6.2	cosmoss		2009-07-17 11:27:25	Hypothetical PE-PGRS family protein PE_PGRS54 precursor [Mycobacterium tuberculosis]	cosmoss|V1.2-5_mapping_Phypa_96549
Pp1s306_13V6.1	cosmoss		2009-07-17 11:27:25	Hypothetical PE-PGRS family protein PE_PGRS54 precursor [Mycobacterium tuberculosis]	cosmoss|V1.2-5_mapping_Phypa_96549
Pp1s307_73V6.1	cosmoss		2009-07-17 11:27:25	MCB17.14; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_96642
Pp1s309_88V6.1	cosmoss		2009-07-17 11:27:25	Hypothetical protein AF1225 precursor [Archaeoglobus fulgidus]	cosmoss|V1.2-5_mapping_Phypa_96714
Pp1s284_13V6.1	cosmoss		2009-07-17 11:27:24	hypothetical protein [Dictyostelium discoideum]	cosmoss|V1.2-5_mapping_Phypa_95634
Pp1s284_14V6.1	cosmoss		2009-07-17 11:27:24	hypothetical protein [Dictyostelium discoideum]	cosmoss|V1.2-5_mapping_Phypa_95634
Pp1s284_23V6.1	cosmoss		2009-07-17 11:27:24	contains EST(s): C28110(C60065) [Oryza sativa (japonica cultivar-group)]	cosmoss|V1.2-5_mapping_Phypa_95639
Pp1s284_24V6.1	cosmoss		2009-07-17 11:27:24	contains EST(s): C28110(C60065) [Oryza sativa (japonica cultivar-group)]	cosmoss|V1.2-5_mapping_Phypa_95639
Pp1s284_24V6.2	cosmoss		2009-07-17 11:27:24	contains EST(s): C28110(C60065) [Oryza sativa (japonica cultivar-group)]	cosmoss|V1.2-5_mapping_Phypa_95639
Pp1s286_45V6.1	cosmoss		2009-07-17 11:27:24	integral membrane protein	cosmoss|V1.2-5_mapping_Phypa_95723
Pp1s286_8V6.1	cosmoss		2009-07-17 11:27:24	hypothetical protein, conserved [Leishmania major]	cosmoss|V1.2-5_mapping_Phypa_95705
Pp1s287_76V6.1	cosmoss		2009-07-17 11:27:24	F9N12.12; senescence-associated family protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_95790
Pp1s287_76V6.2	cosmoss		2009-07-17 11:27:24	F9N12.12; senescence-associated family protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_95790
Pp1s288_27V6.1	cosmoss		2009-07-17 11:27:24	MNF13.29; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_95807
Pp1s288_27V6.2	cosmoss		2009-07-17 11:27:24	MNF13.29; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_95807
Pp1s288_43V6.1	cosmoss		2009-07-17 11:27:24	rab6 -family small gtpase	cosmoss|V1.2-5_mapping_Phypa_95817
Pp1s288_65V6.1	cosmoss		2009-07-17 11:27:24	T19N8.7; glycine-rich protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_95832
Pp1s289_26V6.1	cosmoss		2009-07-17 11:27:24	geko1-like protein	cosmoss|V1.2-5_mapping_Phypa_95847
Pp1s290_43V6.1	cosmoss		2009-07-17 11:27:24	f-box only protein 6b	cosmoss|V1.2-5_mapping_Phypa_95903
Pp1s290_43V6.2	cosmoss		2009-07-17 11:27:24	f-box only protein 6b	cosmoss|V1.2-5_mapping_Phypa_95903
Pp1s291_19V6.1	cosmoss		2009-07-17 11:27:24	SNF2 family chromodomain-helicase	cosmoss|V1.2-5_mapping_Phypa_95912
Pp1s291_38V6.1	cosmoss		2009-07-17 11:27:24	aldo keto reductase	cosmoss|V1.2-5_mapping_Phypa_95924
Pp1s292_24V6.1	cosmoss		2009-07-17 11:27:24	K19B1.16; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_95964
Pp1s292_57V6.1	cosmoss		2009-07-17 11:27:24	hypothetical protein [Oryza sativa (japonica cultivar-group)]	cosmoss|V1.2-5_mapping_Phypa_95978
Pp1s292_58V6.1	cosmoss		2009-07-17 11:27:24	hypothetical protein [Oryza sativa (japonica cultivar-group)]	cosmoss|V1.2-5_mapping_Phypa_95978
Pp1s292_7V6.1	cosmoss		2009-07-17 11:27:24	b52-prov; splicing factor, arginine/serine-rich 6 [Xenopus laevis]	cosmoss|V1.2-5_mapping_Phypa_95954
Pp1s293_33V6.1	cosmoss		2009-07-17 11:27:24	zgc:56169 [Danio rerio]	cosmoss|V1.2-5_mapping_Phypa_96002
Pp1s293_79V6.2	cosmoss		2009-07-17 11:27:24	arp protein	cosmoss|V1.2-5_mapping_Phypa_96022
Pp1s293_88V6.1	cosmoss		2009-07-17 11:27:24	F28C11.3; kelch repeat-containing F-box family protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_96027
Pp1s293_89V6.1	cosmoss		2009-07-17 11:27:24	K7P8.5; F-box family protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_96028
Pp1s294_53V6.1	cosmoss		2009-07-17 11:27:24	F17I23.200; glycine-rich protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_96064
Pp1s294_72V6.1	cosmoss		2009-07-17 11:27:24	MDA7.18; expressed protein [Arabidopsis thaliana]	cosmoss|V1.2-5_mapping_Phypa_96071
Pp1s297_25V6.1	cosmoss		2009-07-17 11:27:24	proteophosphoglycan ppg1 [Leishmania major]	cosmoss|V1.2-5_mapping_Phypa_96178
Pp1s298_34V6.1	cosmoss		2009-07-17 11:27:24	Hypothetical killer plasmid pGKL-2 protein 4 (Hypothetical killer plasmid pGKL-2 helicase) [Kluyveromyces lactis]	cosmoss|V1.2-5_mapping_Phypa_96223
Pp1s298_56V6.1	cosmoss		2009-07-17 11:27:24	Myosin-2 heavy chain, non muscle (Myosin II heavy chain, non muscle) [Dictyostelium discoideum]	cosmoss|V1.2-5_mapping_Phypa_96237
Pp1s299_16V6.1	cosmoss		2009-07-17 11:27:24	extremely serine rich protein [Candida albicans SC5314]	cosmoss|V1.2-5_mapping_Phypa_96259
Pp1s299_17V6.1	cosmoss		2009-07-17 11:27:24	extremely serine rich protein [Candida albicans SC5314]	cosmoss|V1.2-5_mapping_Phypa_96259
Pp1s299_18V6.1	cosmoss		2009-07-17 11:27:24	extremely serine rich protein [Candida albicans SC5314]	cosmoss|V1.2-5_mapping_Phypa_96259
Pp1s299_19V6.1	cosmoss		2009-07-17 11:27:24	extremely serine rich protein [Candida albicans SC5314]	cosmoss|V1.2-5_mapping_Phypa_96259
Pp1s299_34V6.1	cosmoss		2009-07-17 11:27:24	extremely serine rich protein [Candida albicans SC5314]	cosmoss|V1.2-5_mapping_Phypa_96263
Pp1s299_36V6.1	cosmoss		2009-07-17 11:27:24	extremely serine rich protein [Candida albicans SC5314]	cosmoss|V1.2-5_mapping_Phypa_96263
Pp1s300_46V6.1	cosmoss		2009-07-17 11:27:24	LOC478185; similar to serine/arginine repetitive matrix 1 [Canis familiaris]	cosmoss|V1.2-5_mapping_Phypa_96326
Pp1s302_16V6.1	cosmoss		2009-07-17 11:27:24	RAB6-interacting protein 2 (ERC protein 1) (ERC1) (CAZ-associated structural protein 2) (CAST2) [Mus musculus]	cosmoss|V1.2-5_mapping_Phypa_96383
